antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
brown sugar,"salt, baking powder, eggs",0.08,0.028,0.0052,0.065,2.3214285714285716,0.0029599999999999995,1.039572192513369,0.6187290969899665
baking powder,"salt, brown sugar, eggs",0.076,0.01295,0.0052,0.06842105263157895,5.283478967689494,0.0042158,1.059545197740113,0.8774142524142524
eggs,"salt, baking powder, brown sugar",0.1682,0.01115,0.0052,0.030915576694411417,2.7726974613821898,0.0033245699999999998,1.0203961349693251,0.768622727356798
"flour, salt, brown sugar",baking powder,0.01395,0.076,0.0061,0.43727598566308246,5.753631390303717,0.0050398000000000005,1.6420127388535033,0.8378852201323214
"flour, salt, baking powder",brown sugar,0.0301,0.08,0.0061,0.20265780730897012,2.5332225913621267,0.0036920000000000004,1.1538333333333333,0.6240291799560205
"flour, baking powder, brown sugar",salt,0.0079,0.3884,0.0061,0.7721518987341772,1.9880326949901574,0.00303164,2.684244444444444,0.5009476503723679
"salt, baking powder, brown sugar",flour,0.01115,0.14885,0.0061,0.547085201793722,3.675412843760309,0.0044403225,1.8792717821782179,0.7361295659720639
"flour, salt","baking powder, brown sugar",0.0906,0.01435,0.0061,0.06732891832229582,4.691910684480545,0.00479989,1.0568034319526627,0.8652597461125512
"flour, brown sugar","salt, baking powder",0.0219,0.05705,0.0061,0.27853881278538817,4.882363063722843,0.004850605000000001,1.3070003164556963,0.8129855306624924
"flour, baking powder","salt, brown sugar",0.04105,0.03925,0.0061,0.14859926918392205,3.785968641628587,0.004488787500000001,1.1284345493562231,0.7673672279875787
"salt, brown sugar","flour, baking powder",0.03925,0.04105,0.0061,0.15541401273885352,3.7859686416285876,0.004488787500000001,1.135408371040724,0.7659295376306933
"salt, baking powder","flour, brown sugar",0.05705,0.0219,0.0061,0.10692375109553025,4.882363063722843,0.004850605000000001,1.0952032384690873,0.843290892985825
"baking powder, brown sugar","flour, salt",0.01435,0.0906,0.0061,0.4250871080139373,4.691910684480544,0.00479989,1.5818048484848486,0.798323150321873
flour,"salt, baking powder, brown sugar",0.14885,0.01115,0.0061,0.040980853207927444,3.675412843760309,0.0044403225,1.0311055866900176,0.8552214313710572
salt,"flour, baking powder, brown sugar",0.3884,0.0079,0.0061,0.015705458290422244,1.9880326949901572,0.00303164,1.0079300026157467,0.8126065466553732
brown sugar,"flour, salt, baking powder",0.08,0.0301,0.0061,0.07625,2.5332225913621262,0.0036920000000000004,1.0499594046008118,0.6578759800427655
baking powder,"flour, salt, brown sugar",0.076,0.01395,0.0061,0.08026315789473686,5.753631390303717,0.0050398000000000005,1.0721001430615165,0.89415229579164
"flour, cinnamon, butter",baking powder,0.01175,0.076,0.0053,0.451063829787234,5.93505039193729,0.004407,1.6832558139534883,0.8413958350237939
"flour, cinnamon, baking powder",butter,0.011,0.26755,0.0053,0.48181818181818187,1.8008528567302629,0.00235695,1.4135000000000004,0.44965373829101246
"flour, butter, baking powder",cinnamon,0.02045,0.0636,0.0053,0.25916870415647925,4.074979625101875,0.00399938,1.2639854785478548,0.7703537338573835
"cinnamon, butter, baking powder",flour,0.0076,0.14885,0.0053,0.6973684210526316,4.6850414581970545,0.00416874,2.8124956521739133,0.7925783121534986
"flour, cinnamon","butter, baking powder",0.0229,0.0356,0.0053,0.2314410480349345,6.501153034689172,0.00448476,1.254815909090909,0.8660128257859704
"flour, butter","cinnamon, baking powder",0.07695,0.01655,0.0053,0.06887589343729694,4.161685404066281,0.0040264775,1.0561964759246336,0.8230461360154451
"flour, baking powder","cinnamon, butter",0.04105,0.02745,0.0053,0.12911084043848964,4.703491454954086,0.0041731775,1.1167322377622377,0.8210980563450394
"cinnamon, butter","flour, baking powder",0.02745,0.04105,0.0053,0.1930783242258652,4.703491454954086,0.0041731775,1.1884053047404064,0.809615938647962
"cinnamon, baking powder","flour, butter",0.01655,0.07695,0.0053,0.32024169184290036,4.161685404066281,0.0040264775,1.3579091111111112,0.7724975706432016
"butter, baking powder","flour, cinnamon",0.0356,0.0229,0.0053,0.14887640449438203,6.501153034689171,0.00448476,1.1480118811881188,0.8774171838194439
flour,"cinnamon, butter, baking powder",0.14885,0.0076,0.0053,0.03560631508229761,4.6850414581970545,0.00416874,1.0290403343782653,0.9241082264948975
cinnamon,"flour, butter, baking powder",0.0636,0.02045,0.0053,0.08333333333333333,4.074979625101874,0.00399938,1.0686,0.8058521999145665
butter,"flour, cinnamon, baking powder",0.26755,0.011,0.0053,0.01980938142403289,1.8008528567302629,0.00235695,1.008987416587226,0.6071507231480802
baking powder,"flour, cinnamon, butter",0.076,0.01175,0.0053,0.06973684210526317,5.935050391937291,0.004407,1.0623338048090523,0.8999019848076453
"salt, cinnamon, butter",baking powder,0.015,0.076,0.0056,0.37333333333333335,4.912280701754386,0.00446,1.474468085106383,0.8085569253081945
"salt, cinnamon, baking powder",butter,0.0131,0.26755,0.0056,0.42748091603053434,1.5977608522912887,0.0020950949999999995,1.279346,0.3790901886136965
"salt, butter, baking powder",cinnamon,0.02495,0.0636,0.0056,0.22444889779559118,3.529070720056465,0.00401318,1.2073994832041344,0.7349769608884527
"cinnamon, butter, baking powder",salt,0.0076,0.3884,0.0056,0.7368421052631579,1.897121795219253,0.0026481599999999997,2.3240799999999995,0.47650716876835375
"salt, cinnamon","butter, baking powder",0.0359,0.0356,0.0056,0.15598885793871867,4.381709492660637,0.00432196,1.1426389438943894,0.800517136633722
"salt, butter","cinnamon, baking powder",0.1197,0.01655,0.0056,0.04678362573099415,2.8268051801204925,0.003618965,1.0317174846625767,0.7341176303532887
"salt, baking powder","cinnamon, butter",0.05705,0.02745,0.0056,0.09815950920245399,3.575938404460983,0.0040339775,1.0784057823129252,0.7639356540643725
"cinnamon, butter","salt, baking powder",0.02745,0.05705,0.0056,0.2040072859744991,3.5759384044609837,0.0040339775,1.1846213958810068,0.7406849262248727
"cinnamon, baking powder","salt, butter",0.01655,0.1197,0.0056,0.338368580060423,2.8268051801204925,0.003618965,1.330499086757991,0.6571190706187401
"butter, baking powder","salt, cinnamon",0.0356,0.0359,0.0056,0.15730337078651685,4.381709492660637,0.00432196,1.1440653333333333,0.800268116371393
salt,"cinnamon, butter, baking powder",0.3884,0.0076,0.0056,0.014418125643666322,1.897121795219253,0.0026481599999999997,1.006917868338558,0.7731944314678127
cinnamon,"salt, butter, baking powder",0.0636,0.02495,0.0056,0.0880503144654088,3.529070720056465,0.00401318,1.0691927586206895,0.7653132055897969
butter,"salt, cinnamon, baking powder",0.26755,0.0131,0.0056,0.020930667165015883,1.5977608522912887,0.0020950949999999995,1.0079980721511739,0.5107845001609079
baking powder,"salt, cinnamon, butter",0.076,0.015,0.0056,0.0736842105263158,4.912280701754387,0.00446,1.0633522727272726,0.8619356833642549
"sugar, cinnamon, butter",baking powder,0.0162,0.076,0.0054,0.33333333333333337,4.385964912280702,0.0041688,1.3860000000000001,0.784712339906485
"sugar, cinnamon, baking powder",butter,0.01125,0.26755,0.0054,0.48000000000000004,1.7940571855727903,0.0023900625000000003,1.4085576923076923,0.4476401179941003
"sugar, butter, baking powder",cinnamon,0.0228,0.0636,0.0054,0.2368421052631579,3.723932472691162,0.00394992,1.2270068965517242,0.7485332241779232
"cinnamon, butter, baking powder",sugar,0.0076,0.24285,0.0054,0.7105263157894737,2.925782646858034,0.0035543400000000005,2.6156090909090906,0.6632518249809665
"sugar, cinnamon","butter, baking powder",0.03485,0.0356,0.0054,0.15494978479196558,4.3525220447181345,0.00415934,1.1412339558573856,0.7980605586159127
"sugar, butter","cinnamon, baking powder",0.08495,0.01655,0.0054,0.06356680400235433,3.84089450165283,0.0039940775,1.0502083909490887,0.8083099081814998
"sugar, baking powder","cinnamon, butter",0.04605,0.02745,0.0054,0.11726384364820848,4.271906872430182,0.004135927500000001,1.1017448339483396,0.8028853713506999
"cinnamon, butter","sugar, baking powder",0.02745,0.04605,0.0054,0.19672131147540986,4.271906872430182,0.004135927500000001,1.1875704081632652,0.787530204102617
"cinnamon, baking powder","sugar, butter",0.01655,0.08495,0.0054,0.3262839879154079,3.84089450165283,0.0039940775,1.3582132286995516,0.752091089004506
"butter, baking powder","sugar, cinnamon",0.0356,0.03485,0.0054,0.15168539325842698,4.3525220447181345,0.00415934,1.1377264900662252,0.7986811988263668
sugar,"cinnamon, butter, baking powder",0.24285,0.0076,0.0054,0.022235948116121063,2.9257826468580346,0.0035543400000000005,1.0149687934301959,0.8693272285691226
cinnamon,"sugar, butter, baking powder",0.0636,0.0228,0.0054,0.08490566037735849,3.7239324726911613,0.00394992,1.0678680412371133,0.7811476576961411
butter,"sugar, cinnamon, baking powder",0.26755,0.01125,0.0054,0.02018314333769389,1.7940571855727903,0.0023900625000000003,1.0091171562082777,0.6042790179079346
baking powder,"sugar, cinnamon, butter",0.076,0.0162,0.0054,0.07105263157894737,4.385964912280702,0.0041688,1.0590481586402267,0.8354978354978355
"flour, butter, baking powder",egg,0.02045,0.0786,0.0061,0.29828850855745725,3.7950191928429673,0.00449263,1.313075261324042,0.7518725142274262
"flour, butter, egg",baking powder,0.01315,0.076,0.0061,0.46387832699619774,6.103662197318392,0.0051006,1.7234893617021276,0.8473060084371784
"flour, baking powder, egg",butter,0.0112,0.26755,0.0061,0.5446428571428572,2.0356675654750784,0.0031034400000000003,1.6085176470588238,0.5145233168868375
"butter, baking powder, egg",flour,0.01045,0.14885,0.0061,0.583732057416268,3.9216127471700903,0.0045445175,2.044716666666667,0.7528703641579091
"flour, butter","baking powder, egg",0.07695,0.02025,0.0061,0.0792722547108512,3.914679244980306,0.0045417625,1.0641039167254764,0.8066206917373888
"flour, baking powder","butter, egg",0.04105,0.03155,0.0061,0.14859926918392205,4.709960988396896,0.0048048725,1.137478469241774,0.8214025928290761
"flour, egg","butter, baking powder",0.0258,0.0356,0.0061,0.2364341085271318,6.64140754289696,0.00518152,1.2630213197969544,0.8719251777835366
"butter, baking powder","flour, egg",0.0356,0.0258,0.0061,0.17134831460674158,6.64140754289696,0.00518152,1.175644745762712,0.8807854709630043
"butter, egg","flour, baking powder",0.03155,0.04105,0.0061,0.19334389857369255,4.709960988396895,0.0048048725,1.1887965618860512,0.8133450528095849
"baking powder, egg","flour, butter",0.02025,0.07695,0.0061,0.3012345679012346,3.9146792449803063,0.0045417625,1.3209726148409895,0.75994001480806
flour,"butter, baking powder, egg",0.14885,0.01045,0.0061,0.040980853207927444,3.921612747170091,0.0045445175,1.0318354991243432,0.8752897478146731
butter,"flour, baking powder, egg",0.26755,0.0112,0.0061,0.022799476733320875,2.035667565475078,0.0031034400000000003,1.0118701090074584,0.6946012092807766
baking powder,"flour, butter, egg",0.076,0.01315,0.0061,0.08026315789473686,6.103662197318392,0.0051006,1.072969957081545,0.9049393229721098
egg,"flour, butter, baking powder",0.0786,0.02045,0.0061,0.07760814249363868,3.7950191928429673,0.00449263,1.0619673103448277,0.7993235525412149
"salt, butter, baking powder",egg,0.02495,0.0786,0.00795,0.31863727454909824,4.053909345408375,0.00598893,1.35229,0.7726009212880229
"salt, butter, egg",baking powder,0.01905,0.076,0.00795,0.41732283464566927,5.49108992954828,0.0065022000000000005,1.5857837837837836,0.8337701131075287
"salt, baking powder, egg",butter,0.01645,0.26755,0.00795,0.4832826747720365,1.8063265736200205,0.003548802500000001,1.4175061764705883,0.4538561858292178
"butter, baking powder, egg",salt,0.01045,0.3884,0.00795,0.7607655502392345,1.9587166587003977,0.003891220000000001,2.5564880000000008,0.4946305241979948
"salt, butter","baking powder, egg",0.1197,0.02025,0.00795,0.06641604010025064,3.279804449395093,0.005526075,1.0494503355704698,0.7896214626660294
"salt, baking powder","butter, egg",0.05705,0.03155,0.00795,0.13935144609991237,4.41684456735063,0.006150072500000001,1.1252560590631364,0.8203977147857604
"salt, egg","butter, baking powder",0.0475,0.0356,0.00795,0.16736842105263158,4.701360141927854,0.006259000000000001,1.1582553729456386,0.8265570577262747
"butter, baking powder","salt, egg",0.0356,0.0475,0.00795,0.22331460674157305,4.701360141927854,0.006259000000000001,1.2263652802893308,0.8163579401537503
"butter, egg","salt, baking powder",0.03155,0.05705,0.00795,0.2519809825673534,4.41684456735063,0.006150072500000001,1.2605962923728813,0.798796040226375
"baking powder, egg","salt, butter",0.02025,0.1197,0.00795,0.3925925925925926,3.2798044493950926,0.005526075,1.4492743902439025,0.7094705522683395
salt,"butter, baking powder, egg",0.3884,0.01045,0.00795,0.020468589083419156,1.958716658700398,0.003891220000000001,1.0102279405966619,0.8002969836823511
butter,"salt, baking powder, egg",0.26755,0.01645,0.00795,0.029714072136049336,1.8063265736200205,0.003548802500000001,1.0136702715716488,0.6094480873401967
baking powder,"salt, butter, egg",0.076,0.01905,0.00795,0.10460526315789474,5.49108992954828,0.0065022000000000005,1.0955503306392358,0.8851588662909418
egg,"salt, butter, baking powder",0.0786,0.02495,0.00795,0.10114503816793893,4.053909345408374,0.00598893,1.0847690021231422,0.8175868551138341
"sugar, butter, baking powder",egg,0.0228,0.0786,0.00685,0.30043859649122806,3.822374001160662,0.0050579200000000005,1.317110971786834,0.7556103988455024
"sugar, butter, egg",baking powder,0.0146,0.076,0.00685,0.4691780821917808,6.173395818312906,0.0057404,1.7406967741935484,0.8504308895272435
"sugar, baking powder, egg",butter,0.0125,0.26755,0.00685,0.5479999999999999,2.0482152868622685,0.003505625,1.6204646017699114,0.5182481751824817
"butter, baking powder, egg",sugar,0.01045,0.24285,0.00685,0.6555023923444977,2.6992068863269414,0.0043122175,2.197838194444445,0.6361687665299459
"sugar, butter","baking powder, egg",0.08495,0.02025,0.00685,0.08063566804002355,3.982008298272768,0.0051297625,1.0656819782330347,0.8183929161862241
"sugar, baking powder","butter, egg",0.04605,0.03155,0.00685,0.1487513572204126,4.714781528380748,0.0053971225000000005,1.1376816964285716,0.8259354210288915
"sugar, egg","butter, baking powder",0.0292,0.0356,0.00685,0.2345890410958904,6.589579806064338,0.00581048,1.2599767337807606,0.8737590188241168
"butter, baking powder","sugar, egg",0.0356,0.0292,0.00685,0.19241573033707865,6.589579806064338,0.00581048,1.202103652173913,0.8795575025657947
"butter, egg","sugar, baking powder",0.03155,0.04605,0.00685,0.21711568938193343,4.7147815283807475,0.0053971225000000005,1.2185069838056681,0.8135692032531477
"baking powder, egg","sugar, butter",0.02025,0.08495,0.00685,0.33827160493827163,3.982008298272768,0.0051297625,1.3828180970149255,0.76434849497954
sugar,"butter, baking powder, egg",0.24285,0.01045,0.00685,0.02820671196211653,2.699206886326941,0.0043122175,1.0182721080508474,0.8314347261701223
butter,"sugar, baking powder, egg",0.26755,0.0125,0.00685,0.02560269108577836,2.0482152868622685,0.003505625,1.0134469696969697,0.6987099091988541
baking powder,"sugar, butter, egg",0.076,0.0146,0.00685,0.09013157894736842,6.173395818312906,0.0057404,1.0830137382501808,0.9069422062122791
egg,"sugar, butter, baking powder",0.0786,0.0228,0.00685,0.0871501272264631,3.8223740011606626,0.0050579200000000005,1.0704936585365854,0.8013701777206695
"flour, butter, baking powder",eggs,0.02045,0.1682,0.0112,0.5476772616136919,3.2561073817698687,0.00776031,1.8389524324324322,0.7073501316202047
"flour, butter, eggs",baking powder,0.02935,0.076,0.0112,0.3816013628620102,5.021070563973819,0.008969399999999999,1.494181818181818,0.8250546393800913
"flour, baking powder, eggs",butter,0.02265,0.26755,0.0112,0.4944812362030905,1.8481825311272302,0.0051399925,1.4489076419213973,0.469563515409745
"butter, baking powder, eggs",flour,0.0194,0.14885,0.0112,0.5773195876288659,3.8785326679802883,0.00831231,2.0136963414634144,0.756853493487952
"flour, butter","baking powder, eggs",0.07695,0.0391,0.0112,0.14554905782975958,3.722482297436306,0.008191255,1.124581825095057,0.7923320010524115
"flour, baking powder","butter, eggs",0.04105,0.07335,0.0112,0.27283800243605355,3.719672834847356,0.0081889825,1.2743377721943046,0.7624580549410442
"flour, eggs","butter, baking powder",0.05585,0.0356,0.0112,0.20053715308863027,5.633066097995232,0.00921174,1.2063099664053751,0.8711293604981047
"butter, baking powder","flour, eggs",0.0356,0.05585,0.0112,0.3146067415730337,5.633066097995232,0.00921174,1.3775303278688524,0.8528378118148959
